Sentence,Tense
আমি আসতুম অতীতে,Past_Nrm
আমরা আজ আসতুম,Past_Nrm
তুমি আজ আসতে,Past_Nrm
তোমরা আসতে আজ,Past_Nrm
এখনই আসতেন আপনি,Past_Nrm
আপনারা আসতেন এখন,Past_Nrm
আজ আসতেন উনি,Past_Nrm
উনারা আসতেন আগে,Past_Nrm
তিনি আসতেন পূর্বে,Past_Nrm
আমি আসতেম আজ,Past_Nrm
আমরা সেদিন আসতেম,Past_Nrm
আমি আগামিকাল আসব,Future_Nrm
পরশু আসব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
ভবিষ্যতে আসবি তুই,Future_Nrm
তোরা আসবি আগামীকাল,Future_Nrm
তুমি আসবে আগামীকাল,Future_Nrm
তোমরা আগামীকাল আসবে,Future_Nrm
আপনি আজকে আসবেন,Future_Nrm
আপনারা এখন আসবেন,Future_Nrm
উনি আসবেন শীঘ্রই,Future_Nrm
উনারা আসবেন শীঘ্রই,Future_Nrm
তিনি ভবিষ্যতে আসবেন,Future_Nrm
আমি আসবো আজকে,Future_Nrm
আগামীকাল আসবো আমরা,Future_Nrm
আজকে আসল সে,Past_Nrm
তারা আসল গতকাল,Past_Nrm
আজকে আসলাম আমি,Past_Nrm
আমরা আসলাম পূর্বে,Past_Nrm
আমি পূর্বে আসলুম,Past_Nrm
আমরা আসলুম আজকে,Past_Nrm
তুমি আসলে এখন,Past_Nrm
তোমরা আজকে আসলে,Past_Nrm
এখন আসলেন আপনি,Past_Nrm
গতকাল আসলেন আপনারা,Past_Nrm
উনি আসলেন গতকাল,Past_Nrm
উনারা সেদিন আসলেন,Past_Nrm
তিনি আসলেন এখনই,Past_Nrm
এখনই আসলেম আমি,Past_Nrm
আমরা আসলেম আগে,Past_Nrm
তুই এখন উঠ,Present_Imp
তোরা উঠ আজ,Present_Imp
আমার দরকার উঠা,Present_Imp
আমাদের উচিৎ উঠা,Present_Imp
তোমার উঠা উচিৎ,Present_Imp
তোমাদের উঠা উচিত,Present_Imp
তোর প্রয়োজন উঠা,Present_Imp
তোদের উচিত উঠা,Present_Imp
উচিৎ উঠা তার,Present_Imp
উচিত উঠা তাদের,Present_Imp
আপনার দরকার উঠা,Present_Imp
আপনাদের উঠা উচিৎ,Present_Imp
উনার উচিৎ উঠা,Present_Imp
প্রয়োজন উঠা উনাদের,Present_Imp
এখন উঠাই আমি,Present_Nrm
এখন উঠাই আমরা,Present_Nrm
আজ উঠাইও তুমি,Present_Nrm
তোমরা আজ উঠাইও,Present_Nrm
এখন উঠাইত সে,Past_Nrm
তারা এখনই উঠাইত,Past_Nrm
আমি গতকাল উঠাইতাম,Past_Nrm
সেদিন উঠাইতাম আমরা,Past_Nrm
তুই আজকে উঠাইতিস,Past_Nrm
তোরা আজকে উঠাইতিস,Past_Nrm
তুমি আজকে উঠাইতে,Past_Nrm
তোমরা উঠাইতে গতকাল,Past_Nrm
তুমি উঠাইতেছ আজকে,Present_Nrm
তোমরা উঠাইতেছ আজ,Present_Nrm
এখন উঠাইতেছি আমি,Present_Nrm
আমরা এখনই উঠাইতেছি,Present_Nrm
সে উঠাইতেছিল সেদিন,Past_Nrm
এখনই উঠাইতেছিল তারা,Past_Nrm
আমি উঠাইতেছিলাম অতীতে,Past_Nrm
আমরা উঠাইতেছিলাম পূর্বে,Past_Nrm
তুই উঠাইতেছিলি গতকাল,Past_Nrm
আগে উঠাইতেছিলি তোরা,Past_Nrm
তুমি আগে উঠাইতেছিলে,Past_Nrm
তোমরা উঠাইতেছিলে অতীতে,Past_Nrm
আপনি এখন উঠাইতেছিলেন,Past_Nrm
আপনারা উঠাইতেছিলেন আজকে,Past_Nrm
উনি উঠাইতেছিলেন আজকে,Past_Nrm
আজকে উঠাইতেছিলেন উনারা,Past_Nrm
তিনি উঠাইতেছিলেন আজ,Past_Nrm
তুই আজ উঠাইতেছিস,Present_Nrm
তোরা আজকে উঠাইতেছিস,Present_Nrm
আজ উঠাইতেছে সে,Present_Nrm
তারা উঠাইতেছে আজ,Present_Nrm
আপনি আজকে উঠাইতেছেন,Present_Nrm
আপনারা উঠাইতেছেন এখনই,Present_Nrm
বর্তমানে উঠাইতেছেন উনি,Present_Nrm
উনারা উঠাইতেছেন আজকে,Present_Nrm
তিনি আজকে উঠাইতেছেন,Present_Nrm
আপনি উঠাইতেন এখন,Past_Nrm
আপনারা আজকে উঠাইতেন,Past_Nrm
উনি উঠাইতেন গতকাল,Past_Nrm
উনারা উঠাইতেন এখন,Past_Nrm
তিনি এখনই উঠাইতেন,Past_Nrm
আগামীকাল উঠাইব আমি,Future_Nrm
এখনই উঠাইব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই উঠাইবি ভবিষ্যতে,Future_Nrm
তোরা উঠাইবি এখন,Future_Nrm
তুমি উঠাইবে পরশু,Future_Nrm
আগামীকাল উঠাইবে তোমরা,Future_Nrm
আপনি উঠাইবেন পরশু,Future_Nrm
আপনারা আগামিকাল উঠাইবেন,Future_Nrm
আগামীকাল উঠাইবেন উনি,Future_Nrm
উনারা উঠাইবেন আজ,Future_Nrm
তিনি আগামীকাল উঠাইবেন,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
আজকে উঠাইয়াছ তুমি,Present_Nrm
বর্তমানে উঠাইয়াছ তোমরা,Present_Nrm
আমি আজ উঠাইয়াছি,Present_Nrm
আমরা আজ উঠাইয়াছি,Present_Nrm
আজ উঠাইয়াছিল সে,Past_Nrm
তারা গতকাল উঠাইয়াছিল,Past_Nrm
আজকে উঠাইয়াছিলাম আমি,Past_Nrm
আজ উঠাইয়াছিলাম আমরা,Past_Nrm
তুই উঠাইয়াছিলি গতকাল,Past_Nrm
তোরা আজ উঠাইয়াছিলি,Past_Nrm
গতকাল উঠাইয়াছিলে তুমি,Past_Nrm
এখন উঠাইয়াছিলে তোমরা,Past_Nrm
গতকাল উঠাইয়াছিলেন আপনি,Past_Nrm
আপনারা উঠাইয়াছিলেন অতীতে,Past_Nrm
উনি অতীতে উঠাইয়াছিলেন,Past_Nrm
উনারা অতীতে উঠাইয়াছিলেন,Past_Nrm
তিনি পূর্বে উঠাইয়াছিলেন,Past_Nrm
তুই উঠাইয়াছিস এখন,Present_Nrm
তোরা উঠাইয়াছিস বর্তমানে,Present_Nrm
বর্তমানে উঠাইয়াছে সে,Present_Nrm
তারা উঠাইয়াছে আজ,Present_Nrm
আজকে উঠাইয়াছেন আপনি,Present_Nrm
আজ উঠাইয়াছেন আপনারা,Present_Nrm
বর্তমানে উঠাইয়াছেন উনি,Present_Nrm
উনারা আজকে উঠাইয়াছেন,Present_Nrm
তিনি আজকে উঠাইয়াছেন,Present_Nrm
আজকে উঠাইয়ো তুমি,Present_Nrm
তোমরা আজ উঠাইয়ো,Present_Nrm
সে সেদিন উঠাইল,Past_Nrm
তারা উঠাইল সেদিন,Past_Nrm
আমি এখনই উঠাইলাম,Past_Nrm
আমরা উঠাইলাম এখন,Past_Nrm
তুই অতীতে উঠাইলি,Past_Nrm
তোরা এখন উঠাইলি,Past_Nrm
তুমি উঠাইলে পূর্বে,Past_Nrm
আগে উঠাইলে তোমরা,Past_Nrm
আপনি অতীতে উঠাইলেন,Past_Nrm
আপনারা অতীতে উঠাইলেন,Past_Nrm
উনি উঠাইলেন এখনই,Past_Nrm
উনারা এখনই উঠাইলেন,Past_Nrm
তিনি উঠাইলেন অতীতে,Past_Nrm
তুমি এখন উঠাও,Present_Nrm
তোমরা উঠাও এখন,Present_Nrm
সে উঠাক এখনই,Present_Nrm
তারা উঠাক বর্তমানে,Present_Nrm
এখনই উঠায় সে,Present_Nrm
তারা উঠায় আজ,Present_Nrm
বর্তমানে উঠাস তুই,Present_Nrm
তোরা আজ উঠাস,Present_Nrm
এখনই উঠই আমি,Present_Nrm
আমরা আজ উঠই,Present_Nrm
আমি আজ উঠি,Present_Nrm
আমরা আজ উঠি,Present_Nrm
তুমি আজ উঠিও,Present_Nrm
তোমরা উঠিও বর্তমানে,Present_Nrm
আমি উঠিতাম আজকে,Past_Nrm
আমরা উঠিতাম গতকাল,Past_Nrm
তুই উঠিতিস আগে,Past_Nrm
তোরা আজকে উঠিতিস,Past_Nrm
তুমি এখনই উঠিতে,Past_Nrm
তোমরা আগে উঠিতে,Past_Nrm
তুমি উঠিতেছ এখনই,Present_Nrm
তোমরা আজকে উঠিতেছ,Present_Nrm
আমি বর্তমানে উঠিতেছি,Present_Nrm
আমরা বর্তমানে উঠিতেছি,Present_Nrm
সে উঠিতেছিল সেদিন,Past_Nrm
তারা আজকে উঠিতেছিল,Past_Nrm
আজকে উঠিতেছিলাম আমি,Past_Nrm
আজ উঠিতেছিলাম আমরা,Past_Nrm
তুই উঠিতেছিলি পূর্বে,Past_Nrm
তোরা উঠিতেছিলি গতকাল,Past_Nrm
পূর্বে উঠিতেছিলে তুমি,Past_Nrm
সেদিন উঠিতেছিলে তোমরা,Past_Nrm
আপনি এখন উঠিতেছিলেন,Past_Nrm
আপনারা আজ উঠিতেছিলেন,Past_Nrm
গতকাল উঠিতেছিলেন উনি,Past_Nrm
উনারা সেদিন উঠিতেছিলেন,Past_Nrm
আজ উঠিতেছিলেন তিনি,Past_Nrm
আজকে উঠিতেছিস তুই,Present_Nrm
বর্তমানে উঠিতেছিস তোরা,Present_Nrm
সে এখন উঠিতেছে,Present_Nrm
তারা উঠিতেছে আজ,Present_Nrm
আপনি উঠিতেছেন এখনই,Present_Nrm
আপনারা উঠিতেছেন আজকে,Present_Nrm
উনি বর্তমানে উঠিতেছেন,Present_Nrm
উনারা উঠিতেছেন আজ,Present_Nrm
এখনই উঠিতেছেন তিনি,Present_Nrm
পূর্বে উঠিতেন আপনি,Past_Nrm
আপনারা আজ উঠিতেন,Past_Nrm
উনি উঠিতেন অতীতে,Past_Nrm
উনারা অতীতে উঠিতেন,Past_Nrm
আজ উঠিতেন তিনি,Past_Nrm
পরশু উঠিব আমি,Future_Nrm
আমরা ভবিষ্যতে উঠিব,Future_Nrm
