Id,Sentence,Tense
508,আমি আজ আসছি,Present_Nrm
509,আজকে আসছি আমরা,Present_Nrm
510,সে আসছিল পূর্বে,Past_Nrm
511,এখন আসছিল তারা,Past_Nrm
512,গতকাল আসছিলাম আমি,Past_Nrm
513,গতকাল আসছিলাম আমরা,Past_Nrm
514,এখন আসছিলি তুই,Past_Nrm
515,আগে আসছিলি তোরা,Past_Nrm
516,এখন আসছিলুম আমি,Past_Nrm
517,আমরা গতকাল আসছিলুম,Past_Nrm
518,আজকে আসছিলে তুমি,Past_Nrm
519,আজ আসছিলে তোমরা,Past_Nrm
520,আপনি আসছিলেন গতকাল,Past_Nrm
521,আজকে আসছিলেন আপনারা,Past_Nrm
522,উনি আসছিলেন গতকাল,Past_Nrm
523,এখনই আসছিলেন উনারা,Past_Nrm
524,আজ আসছিলেন তিনি,Past_Nrm
525,এখনই আসছিলেম আমি,Past_Nrm
526,আমরা গতকাল আসছিলেম,Past_Nrm
527,তুই আসছিস আজ,Present_Nrm
528,তোরা বর্তমানে আসছিস,Present_Nrm
529,বর্তমানে আসছে সে,Present_Nrm
530,এখনই আসছে তারা,Present_Nrm
531,এখন আসছেন আপনি,Present_Nrm
532,আপনারা এখনই আসছেন,Present_Nrm
533,উনি আসছেন এখন,Present_Nrm
534,আজকে আসছেন উনারা,Present_Nrm
535,তিনি আজকে আসছেন,Present_Nrm
536,গতকাল আসত সে,Past_Nrm
537,আজকে আসত তারা,Past_Nrm
538,আমি এখন আসতাম,Past_Nrm
539,আমরা সেদিন আসতাম,Past_Nrm
540,তুই আসতিস গতকাল,Past_Nrm
541,এখনই আসতিস তোরা,Past_Nrm
542,আমি আসতুম আগে,Past_Nrm
543,আমরা আসতুম পূর্বে,Past_Nrm
544,আগে আসতে তুমি,Past_Nrm
545,তোমরা এখন আসতে,Past_Nrm
546,আপনি আগে আসতেন,Past_Nrm
547,অতীতে আসতেন আপনারা,Past_Nrm
548,উনি আসতেন এখন,Past_Nrm
549,উনারা আসতেন এখনই,Past_Nrm
550,তিনি আজ আসতেন,Past_Nrm
551,অতীতে আসতেম আমি,Past_Nrm
552,আমরা আসতেম এখন,Past_Nrm
553,আজকে আসব আমি,Future_Nrm
554,আমরা আসব আজকে,Future_Nrm
555,তুই আসবি আজকে,Future_Nrm
556,আগামিকাল আসবি তোরা,Future_Nrm
557,আজ আসবে তুমি,Future_Nrm
558,পরশু আসবে তোমরা,Future_Nrm
559,আপনি আসবেন আজ,Future_Nrm
560,আপনারা আসবেন আগামিকাল,Future_Nrm
561,আজ আসবেন উনি,Future_Nrm
562,উনারা আসবেন আগামীকাল,Future_Nrm
563,আগামিকাল আসবেন তিনি,Future_Nrm
564,আমি শীঘ্রই আসবো,Future_Nrm
565,পরশু আসবো আমরা,Future_Nrm
566,সে আসল গতকাল,Past_Nrm
567,তারা অতীতে আসল,Past_Nrm
568,আমি আসলাম গতকাল,Past_Nrm
569,আগে আসলাম আমরা,Past_Nrm
570,সেদিন আসলুম আমি,Past_Nrm
571,আমরা এখন আসলুম,Past_Nrm
572,তুমি আসলে গতকাল,Past_Nrm
573,তোমরা অতীতে আসলে,Past_Nrm
574,আজ আসলেন আপনি,Past_Nrm
575,আপনারা আসলেন সেদিন,Past_Nrm
576,আজকে আসলেন উনি,Past_Nrm
577,উনারা এখনই আসলেন,Past_Nrm
578,আজকে আসলেন তিনি,Past_Nrm
579,আমি এখনই আসলেম,Past_Nrm
580,আমরা আসলেম অতীতে,Past_Nrm
581,তুই এখনই উঠ,Present_Imp
582,তোরা উঠ এখন,Present_Imp
583,আমার উঠা উচিৎ,Present_Imp
584,আমাদের উচিত উঠা,Present_Imp
585,তোমার উঠা উচিত,Present_Imp
586,তোমাদের উঠা উচিত,Present_Imp
587,উচিত উঠা তোর,Present_Imp
588,দরকার উঠা তোদের,Present_Imp
589,তার উঠা উচিৎ,Present_Imp
590,তাদের প্রয়োজন উঠা,Present_Imp
591,আপনার উচিত উঠা,Present_Imp
592,আপনাদের উঠা উচিত,Present_Imp
593,উনার উঠা উচিৎ,Present_Imp
594,উনাদের উচিত উঠা,Present_Imp
595,আজ উঠাই আমি,Present_Nrm
596,এখনই উঠাই আমরা,Present_Nrm
597,তুমি বর্তমানে উঠাইও,Present_Nrm
598,তোমরা উঠাইও এখন,Present_Nrm
599,সে সেদিন উঠাইত,Past_Nrm
600,তারা উঠাইত পূর্বে,Past_Nrm
601,পূর্বে উঠাইতাম আমি,Past_Nrm
602,আমরা উঠাইতাম পূর্বে,Past_Nrm
603,তুই উঠাইতিস আজ,Past_Nrm
604,তোরা উঠাইতিস এখনই,Past_Nrm
605,অতীতে উঠাইতে তুমি,Past_Nrm
606,সেদিন উঠাইতে তোমরা,Past_Nrm
607,তুমি আজ উঠাইতেছ,Present_Nrm
608,বর্তমানে উঠাইতেছ তোমরা,Present_Nrm
609,আমি উঠাইতেছি এখনই,Present_Nrm
610,আমরা বর্তমানে উঠাইতেছি,Present_Nrm
611,সে উঠাইতেছিল অতীতে,Past_Nrm
612,পূর্বে উঠাইতেছিল তারা,Past_Nrm
613,আমি পূর্বে উঠাইতেছিলাম,Past_Nrm
614,গতকাল উঠাইতেছিলাম আমরা,Past_Nrm
615,তুই অতীতে উঠাইতেছিলি,Past_Nrm
616,তোরা উঠাইতেছিলি আগে,Past_Nrm
617,তুমি এখনই উঠাইতেছিলে,Past_Nrm
618,তোমরা এখনই উঠাইতেছিলে,Past_Nrm
619,আপনি উঠাইতেছিলেন অতীতে,Past_Nrm
620,আপনারা গতকাল উঠাইতেছিলেন,Past_Nrm
621,গতকাল উঠাইতেছিলেন উনি,Past_Nrm
622,এখন উঠাইতেছিলেন উনারা,Past_Nrm
623,তিনি অতীতে উঠাইতেছিলেন,Past_Nrm
624,এখন উঠাইতেছিস তুই,Present_Nrm
625,এখন উঠাইতেছিস তোরা,Present_Nrm
626,সে এখন উঠাইতেছে,Present_Nrm
627,তারা উঠাইতেছে এখনই,Present_Nrm
628,আপনি উঠাইতেছেন আজকে,Present_Nrm
629,আপনারা উঠাইতেছেন এখনই,Present_Nrm
630,আজ উঠাইতেছেন উনি,Present_Nrm
631,উনারা উঠাইতেছেন আজকে,Present_Nrm
632,তিনি আজকে উঠাইতেছেন,Present_Nrm
633,আপনি উঠাইতেন এখন,Past_Nrm
634,এখন উঠাইতেন আপনারা,Past_Nrm
635,সেদিন উঠাইতেন উনি,Past_Nrm
636,উনারা উঠাইতেন আজ,Past_Nrm
637,তিনি উঠাইতেন অতীতে,Past_Nrm
638,পরশু উঠাইব আমি,Future_Nrm
639,আমরা উঠাইব আগামিকাল,Future_Nrm
640,তুই আজকে উঠাইবি,Future_Nrm
641,ভবিষ্যতে উঠাইবি তোরা,Future_Nrm
642,এখন উঠাইবে তুমি,Future_Nrm
643,তোমরা আজকে উঠাইবে,Future_Nrm
644,আপনি উঠাইবেন এখন,Future_Nrm
645,আপনারা উঠাইবেন এখনই,Future_Nrm
646,উনি পরশু উঠাইবেন,Future_Nrm
647,শীঘ্রই উঠাইবেন উনারা,Future_Nrm
648,তিনি উঠাইবেন আগামীকাল,Future_Nrm
649,তুমি উঠাইয়াছ আজকে,Present_Nrm
650,তোমরা এখনই উঠাইয়াছ,Present_Nrm
651,আজকে উঠাইয়াছি আমি,Present_Nrm
652,এখনই উঠাইয়াছি আমরা,Present_Nrm
653,সে এখনই উঠাইয়াছিল,Past_Nrm
654,তারা আজ উঠাইয়াছিল,Past_Nrm
655,আমি গতকাল উঠাইয়াছিলাম,Past_Nrm
656,সেদিন উঠাইয়াছিলাম আমরা,Past_Nrm
657,তুই উঠাইয়াছিলি গতকাল,Past_Nrm
658,তোরা এখন উঠাইয়াছিলি,Past_Nrm
659,তুমি পূর্বে উঠাইয়াছিলে,Past_Nrm
660,তোমরা এখন উঠাইয়াছিলে,Past_Nrm
661,অতীতে উঠাইয়াছিলেন আপনি,Past_Nrm
662,সেদিন উঠাইয়াছিলেন আপনারা,Past_Nrm
663,এখনই উঠাইয়াছিলেন উনি,Past_Nrm
664,উনারা উঠাইয়াছিলেন আজ,Past_Nrm
665,আগে উঠাইয়াছিলেন তিনি,Past_Nrm
666,তুই আজকে উঠাইয়াছিস,Present_Nrm
667,তোরা বর্তমানে উঠাইয়াছিস,Present_Nrm
668,সে উঠাইয়াছে আজকে,Present_Nrm
669,তারা উঠাইয়াছে এখন,Present_Nrm
670,আপনি উঠাইয়াছেন আজ,Present_Nrm
671,আপনারা এখনই উঠাইয়াছেন,Present_Nrm
672,উনি উঠাইয়াছেন এখন,Present_Nrm
673,উনারা উঠাইয়াছেন এখন,Present_Nrm
674,এখনই উঠাইয়াছেন তিনি,Present_Nrm
675,আজ উঠাইয়ো তুমি,Present_Nrm
676,তোমরা আজকে উঠাইয়ো,Present_Nrm
677,সে গতকাল উঠাইল,Past_Nrm
678,তারা উঠাইল পূর্বে,Past_Nrm
679,আমি পূর্বে উঠাইলাম,Past_Nrm
680,গতকাল উঠাইলাম আমরা,Past_Nrm
681,তুই এখনই উঠাইলি,Past_Nrm
682,তোরা এখনই উঠাইলি,Past_Nrm
683,তুমি গতকাল উঠাইলে,Past_Nrm
684,অতীতে উঠাইলে তোমরা,Past_Nrm
685,আপনি আজ উঠাইলেন,Past_Nrm
686,আজ উঠাইলেন আপনারা,Past_Nrm
687,উনি এখনই উঠাইলেন,Past_Nrm
688,অতীতে উঠাইলেন উনারা,Past_Nrm
689,আগে উঠাইলেন তিনি,Past_Nrm
690,তুমি বর্তমানে উঠাও,Present_Nrm
691,বর্তমানে উঠাও তোমরা,Present_Nrm
692,সে উঠাক বর্তমানে,Present_Nrm
693,বর্তমানে উঠাক তারা,Present_Nrm
694,সে আজকে উঠায়,Present_Nrm
695,এখন উঠায় তারা,Present_Nrm
696,তুই উঠাস এখনই,Present_Nrm
697,তোরা আজকে উঠাস,Present_Nrm
698,এখন উঠই আমি,Present_Nrm
699,আমরা আজকে উঠই,Present_Nrm
700,আমি আজ উঠি,Present_Nrm
701,আমরা উঠি বর্তমানে,Present_Nrm
702,তুমি উঠিও আজকে,Present_Nrm
703,তোমরা বর্তমানে উঠিও,Present_Nrm
704,আগে উঠিতাম আমি,Past_Nrm
705,আগে উঠিতাম আমরা,Past_Nrm
706,তুই উঠিতিস সেদিন,Past_Nrm
707,আজকে উঠিতিস তোরা,Past_Nrm
708,গতকাল উঠিতে তুমি,Past_Nrm
709,তোমরা উঠিতে আজকে,Past_Nrm
710,তুমি আজকে উঠিতেছ,Present_Nrm
711,তোমরা উঠিতেছ এখন,Present_Nrm
712,আজ উঠিতেছি আমি,Present_Nrm
